PHONE_NUMBER,ACTIVATION_DATE,DEACTIVATION_DATE
761,1996-07-13,1996-08-08
538,1998-07-15,1998-08-06
824,1998-04-08,1998-05-06
16,1999-07-07,1999-07-10
251,1999-05-23,1999-06-05
258,1998-05-19,1998-06-03
87,1999-02-13,1999-02-20
475,1998-06-23,1998-07-19
304,1999-03-12,1999-03-18
111,1998-07-25,1998-08-09
506,1999-05-24,1999-06-15
854,1997-06-29,1997-07-05
340,1999-06-21,1999-07-21
241,1997-12-02,1997-12-18
454,1996-05-06,1996-05-20
537,1997-09-01,1997-09-24
539,1999-09-30,1999-10-30
986,1998-07-21,1998-08-07
724,1999-12-24,2000-01-04
545,1999-05-27,1999-06-20
389,1996-12-18,1997-01-06
411,1997-02-07,1997-02-13
477,1999-04-29,1999-05-18
493,1999-07-12,1999-07-25
723,2000-08-10,2000-09-08
71,1996-03-09,1996-03-21
207,1996-07-28,1996-08-20
345,1996-02-27,1996-03-18
905,1999-12-12,2000-01-06
932,1997-12-29,1998-01-01
28,1999-06-28,1999-07-12
87,1998-09-14,1998-10-09
207,1995-07-09,1995-07-12
656,1998-01-18,1998-02-11
537,1999-07-04,1999-07-28
805,1997-07-14,1997-08-01
126,1997-06-16,1997-07-14
551,1999-10-25,1999-11-11
36,2000-01-29,2017-12-28
502,1997-11-12,1997-11-20
840,1997-12-05,1997-12-30
305,1997-10-26,1997-11-22
521,2000-05-14,2000-05-18
190,1998-12-10,1998-12-22
107,1995-11-30,1995-12-23
200,1998-03-28,1998-04-06
941,1999-01-31,1999-02-18
801,1995-09-23,1995-10-10
405,1997-09-11,1997-09-18
823,1997-06-21,1997-07-16
84,1996-04-04,1996-04-16
304,1999-10-15,1999-10-25
367,1999-09-04,1999-09-14
562,1999-06-04,1999-06-15
309,1997-08-23,1997-09-18
21,1999-11-29,1999-12-07
134,1999-12-04,1999-12-30
504,1998-03-23,1998-04-16
502,1998-06-14,1998-07-09
194,2000-08-03,2000-08-20
701,1996-11-15,1996-12-04
995,1996-07-25,1996-08-10
360,1998-12-01,1998-12-17
657,1996-01-22,1996-01-24
752,1997-09-08,1997-09-11
753,1998-09-20,1998-10-13
501,1999-03-05,1999-04-03
469,1998-04-12,1998-05-11
612,1996-08-04,1996-08-29
492,1996-09-10,1996-09-16
966,1998-08-01,1998-08-19
270,1999-11-21,1999-12-15
586,1998-09-26,1998-10-25
967,1997-10-26,1997-10-31
945,1996-05-09,1996-05-20
475,2000-03-15,2000-03-16
927,1997-08-08,1997-08-28
535,1997-12-21,1997-12-22
369,2000-01-28,2017-12-30
826,1998-12-28,1999-01-20
297,1997-04-29,1997-05-19
254,1997-07-14,1997-08-04
384,1997-03-25,1997-04-05
467,1996-08-05,1996-08-11
216,1996-08-22,1996-09-13
624,1998-06-21,1998-07-06
826,1998-08-07,1998-08-28
810,1998-12-20,1998-12-24
767,1998-07-24,1998-08-14
666,1997-03-05,1997-03-30
827,1996-02-22,1996-03-11
652,1998-01-20,1998-02-02
646,1999-10-10,1999-11-01
284,1998-12-11,1999-01-09
811,1998-02-16,1998-03-02
437,2000-06-16,2000-07-02
560,1996-09-06,1996-09-09
836,1996-08-18,1996-08-19
538,1996-03-08,1996-04-07
738,1996-09-01,1996-09-28
311,1999-03-23,1999-04-22
919,1999-12-01,1999-12-13
923,1998-05-23,1998-05-30
109,1996-06-20,1996-06-22
938,1995-09-05,1995-10-03
442,1999-05-12,1999-06-02
206,1998-10-07,1998-10-16
578,1996-08-22,1996-08-24
549,2000-05-01,2000-05-30
246,1996-03-21,1996-03-23
949,1999-06-27,1999-07-16
37,1996-11-07,1996-11-26
965,1997-08-19,1997-08-24
806,1997-09-01,1997-09-10
878,1999-07-04,1999-08-03
455,1996-05-28,1996-06-07
877,1996-02-16,1996-02-21
714,1998-04-11,1998-04-27
603,1999-05-03,1999-05-07
897,1997-01-17,1997-02-13
814,1996-06-25,1996-07-04
885,1996-09-19,1996-10-08
489,1998-10-21,1998-10-25
237,1998-04-08,1998-04-18
750,1996-10-11,1996-11-09
675,1999-11-10,1999-12-03
206,1997-11-10,1997-11-24
411,1998-06-06,1998-07-03
87,1996-08-30,1996-09-16
329,1997-11-20,1997-11-27
275,1997-03-09,1997-03-12
591,1996-05-21,1996-05-25
531,1996-10-22,1996-10-31
730,1997-06-29,1997-07-15
566,2000-12-17,2000-12-30
111,1999-04-29,1999-05-22
66,1999-06-03,1999-06-04
253,1998-01-09,1998-01-31
866,1999-07-13,1999-08-05
964,1998-09-08,1998-09-19
189,2000-04-11,2000-04-22
867,1997-11-27,1997-12-15
848,1998-07-06,1998-07-30
193,1999-05-25,1999-05-27
997,1995-10-04,1995-10-13
442,1999-08-03,1999-08-19
194,1999-10-22,1999-11-14
566,2000-08-14,2000-08-16
198,1996-03-01,1996-03-19
809,1998-07-13,1998-08-06
172,1998-05-03,1998-05-12
207,1999-06-22,1999-07-17
580,1997-02-10,1997-02-16
927,1998-07-03,1998-07-28
376,1998-08-03,1998-08-16
573,1999-09-04,1999-09-13
927,1999-10-27,1999-11-25
763,1999-08-20,1999-09-10
433,1999-12-03,1999-12-05
208,1996-06-26,1996-07-15
345,1999-12-16,2000-01-10
550,1999-05-19,1999-06-14
975,1999-03-14,1999-04-12
585,1999-11-13,1999-12-03
781,2000-01-30,2000-02-29
807,1998-06-27,1998-07-20
69,1997-05-01,1997-05-27
238,1999-04-02,1999-04-22
252,1999-09-22,1999-09-23
697,1998-01-08,1998-02-06
799,1998-08-18,1998-09-01
120,1996-02-08,1996-03-04
509,1996-12-15,1996-12-27
796,1997-07-02,1997-07-12
452,2000-05-23,2000-06-13
460,1997-05-09,1997-05-22
502,1999-02-24,1999-03-03
687,1997-08-21,1997-09-11
442,1996-10-21,1996-10-28
614,1999-07-16,1999-08-07
762,1996-08-15,1996-09-02
846,1998-07-01,1998-07-02
269,1995-11-28,1995-12-27
709,1996-09-19,1996-09-24
654,1997-06-10,1997-06-17
244,2000-04-20,2000-04-24
604,1995-06-18,1995-07-15
310,1998-06-17,1998-06-19
987,1997-12-09,1997-12-17
265,1998-10-16,1998-10-18
359,1999-11-30,1999-12-24
975,1997-03-12,1997-04-01
288,1997-06-09,1997-06-28
351,1999-05-05,1999-05-24
958,1999-12-14,1999-12-17
565,1996-07-08,1996-07-21
877,1997-06-21,1997-07-18
735,1998-01-26,1998-01-27
723,2000-03-31,2000-04-14
979,1996-10-15,1996-10-22
704,1996-12-18,1997-01-10
179,1999-02-12,1999-02-28
194,2000-10-02,2000-10-18
996,1996-03-13,1996-03-29
592,1997-01-08,1997-01-27
816,1998-11-19,1998-11-28
826,1998-08-28,1998-09-22
525,1999-10-02,1999-10-05
911,2000-01-21,2000-01-25
871,1997-01-12,1997-01-16
47,1998-07-24,1998-08-06
459,1997-07-13,1997-07-27
259,1997-12-31,1998-01-25
100,1998-05-16,1998-05-21
619,1998-10-10,1998-11-07
358,1996-08-24,1996-09-21
738,1996-02-19,1996-02-22
558,1997-11-03,1997-11-05
691,1996-08-03,1996-08-06
177,2000-05-07,2000-06-06
764,1996-12-02,1996-12-30
858,1996-10-14,1996-10-18
459,1997-07-28,1997-08-13
670,1997-04-19,1997-05-12
740,1999-01-07,1999-01-10
962,1998-06-26,1998-07-16
592,1996-04-11,1996-05-03
115,1999-08-10,1999-08-25
389,1998-11-28,1998-12-01
378,1998-11-12,1998-11-19
770,1996-09-26,1996-10-26
603,1999-01-24,1999-02-12
322,1999-01-10,1999-02-03
79,1999-05-25,1999-06-17
295,1998-02-25,1998-03-02
933,1997-05-14,1997-05-27
142,1998-01-27,1998-02-12
532,1999-05-09,1999-05-21
805,1999-10-04,1999-11-02
993,1998-03-04,1998-03-16
507,1997-05-25,1997-05-31
432,1995-09-04,1995-09-17
222,1999-08-25,1999-08-29
929,1999-10-14,1999-10-18
58,1996-09-20,1996-10-03
871,1996-04-30,1996-05-21
397,1997-06-24,1997-07-22
163,1996-10-28,1996-11-05
392,1997-11-04,1997-11-17
345,1996-10-05,1996-10-23
72,1999-03-07,1999-04-04
811,1996-06-22,1996-06-28
804,1996-01-07,1996-01-22
418,1998-10-07,1998-11-03
279,1996-12-05,1996-12-31
52,1997-01-13,1997-01-24
428,1997-05-09,1997-06-06
844,1996-03-13,1996-04-11
263,1998-08-25,1998-09-24
837,2000-08-03,2000-08-15
578,1999-02-21,1999-03-16
168,1998-10-08,1998-10-31
851,1998-01-10,1998-01-28
47,2000-03-19,2000-04-10
313,1998-08-23,1998-08-26
5,1999-05-18,1999-05-24
744,1996-12-04,1996-12-10
546,1996-09-09,1996-09-25
234,1998-09-17,1998-10-05
886,1999-04-17,1999-05-02
681,1999-04-27,1999-05-07
907,1996-10-10,1996-11-01
770,1998-01-11,1998-01-30
575,1996-02-17,1996-02-29
856,1999-04-21,1999-05-01
703,1998-09-26,1998-10-05
372,1996-03-15,1996-04-13
529,1998-11-17,1998-12-06
773,1997-12-23,1998-01-05
485,1998-09-17,1998-10-02
90,1999-04-17,1999-05-16
648,1995-12-06,1995-12-15
563,1998-08-09,1998-08-15
282,1999-03-12,1999-03-24
567,1997-07-25,1997-08-03
557,1997-05-02,1997-05-30
1000,1996-07-13,1996-07-17
280,1999-09-22,1999-10-11
188,1998-03-16,1998-04-03
194,1999-12-16,2000-01-07
341,1996-12-12,1996-12-28
568,1998-04-03,1998-05-02
893,1997-05-01,1997-05-29
660,1998-12-13,1999-01-03
253,1997-06-02,1997-06-11
792,1997-03-05,1997-03-27
13,1999-05-27,1999-06-14
871,1998-11-03,1998-11-14
611,1997-10-02,1997-10-05
756,1997-03-02,1997-03-18
902,1996-07-29,1996-08-21
772,1999-07-09,1999-08-08
359,1998-04-17,1998-05-03
938,1999-10-03,1999-10-14
377,1997-02-19,1997-03-01
255,1998-05-09,1998-05-22
242,1998-07-19,1998-07-24
955,1996-11-09,1996-12-07
992,1998-07-25,1998-08-04
787,1998-01-15,1998-01-27
727,1996-04-11,1996-04-29
401,1996-07-06,1996-08-02
448,1995-06-23,1995-07-12
711,1997-01-16,1997-01-25
161,1996-05-04,1996-06-01
608,1998-10-06,1998-10-23
160,2000-03-02,2000-03-21
617,2000-08-08,2000-08-19
982,1996-09-18,1996-10-04
587,1996-12-15,1997-01-03
249,1996-06-12,1996-06-15
181,1996-01-02,1996-01-28
133,1995-05-07,1995-05-09
509,1996-10-12,1996-11-09
510,1999-01-19,1999-01-22
103,1997-11-10,1997-11-18
224,1997-05-24,1997-06-20
994,1996-04-05,1996-04-21
322,1999-02-13,1999-03-02
34,1995-11-26,1995-12-24
829,1995-10-19,1995-10-29
136,1996-10-10,1996-11-01
501,1995-12-03,1995-12-06
142,1999-03-08,1999-03-12
122,1995-12-27,1996-01-16
411,1995-12-01,1995-12-24
331,1996-09-13,1996-09-29
818,1999-10-21,1999-10-31
31,1995-10-31,1995-11-25
604,1999-05-11,1999-05-16
32,1996-04-14,1996-04-18
107,1997-07-30,1997-08-17
906,1997-05-17,1997-05-29
346,1998-02-07,1998-03-09
807,1997-09-03,1997-09-14
645,1997-06-28,1997-07-11
781,1996-12-20,1997-01-04
655,1999-08-08,1999-08-23
980,1997-03-27,1997-04-22
147,1998-05-13,1998-05-22
410,1998-10-01,1998-10-03
516,1999-06-29,1999-07-28
268,2000-06-11,2017-12-28
994,1996-08-15,1996-09-09
683,1996-11-14,1996-11-24
418,1999-07-13,1999-08-08
127,1996-05-22,1996-05-29
450,1998-10-08,1998-10-10
664,1998-10-15,1998-11-06
890,1999-02-04,1999-02-15
9,1996-10-13,1996-10-22
147,1995-09-26,1995-10-03
278,1997-08-10,1997-09-09
807,2000-02-04,2000-02-15
934,1995-10-07,1995-10-26
171,1998-09-01,1998-09-21
365,1998-11-18,1998-12-14
265,1998-01-19,1998-02-15
499,1999-03-28,1999-04-19
329,1997-08-05,1997-08-15
182,1999-03-04,1999-03-09
368,1996-03-11,1996-03-24
136,1997-08-02,1997-08-08
556,1997-12-07,1998-01-04
635,1998-07-11,1998-07-28
460,1998-10-20,1998-11-14
526,2000-02-24,2017-12-28
534,1998-08-19,1998-08-29
359,1999-01-13,1999-02-03
163,1999-07-20,1999-07-23
208,1995-10-25,1995-11-06
669,1999-09-13,1999-10-11
838,1999-10-17,1999-10-26
821,1996-09-02,1996-09-09
699,1998-12-17,1999-01-12
863,1999-03-08,1999-04-06
24,1999-09-07,1999-09-08
946,1997-01-28,1997-02-20
760,1997-04-26,1997-04-27
392,1996-07-25,1996-08-13
425,1999-12-13,2000-01-12
146,1998-11-25,1998-11-26
933,1996-09-20,1996-09-30
81,1995-10-30,1995-11-25
620,1998-03-17,1998-04-11
574,1996-05-30,1996-06-11
303,1999-05-20,1999-06-10
772,2000-03-06,2000-03-26
590,1999-09-28,1999-10-21
148,1998-08-10,1998-09-04
850,1995-12-28,1996-01-13
831,1998-11-24,1998-12-12
881,1996-08-05,1996-08-22
481,1996-06-01,1996-06-17
160,2000-03-21,2000-04-02
941,1996-04-21,1996-04-26
488,1997-12-02,1997-12-06
404,1996-11-30,1996-12-14
140,1999-01-21,1999-02-15
380,1997-04-22,1997-05-04
797,1997-03-15,1997-03-26
187,1995-08-25,1995-09-19
274,1999-03-07,1999-03-25
412,1995-12-19,1995-12-26
448,1998-04-25,1998-04-30
287,1996-10-28,1996-11-15
726,1999-09-30,1999-10-15
318,1999-09-30,1999-10-13
488,1997-12-22,1998-01-15
229,1999-07-01,1999-07-24
355,1996-11-16,1996-11-29
39,1997-08-20,1997-09-18
618,1997-07-25,1997-08-19
274,1995-11-17,1995-11-29
739,1997-06-30,1997-07-23
150,1998-12-15,1999-01-09
145,1995-09-12,1995-09-16
287,2000-06-27,2017-12-29
241,1996-03-27,1996-04-26
321,1997-12-04,1997-12-10
352,1998-12-31,1999-01-08
482,1996-02-08,1996-02-29
474,1999-10-21,1999-11-17
853,1995-11-26,1995-12-26
455,1997-04-28,1997-05-11
517,1995-12-25,1996-01-01
175,1999-05-07,1999-05-08
633,1998-02-07,1998-03-07
763,1997-06-05,1997-06-15
166,1999-12-20,2017-12-29
152,1997-06-25,1997-07-09
104,1997-06-29,1997-07-05
597,1997-03-24,1997-03-25
762,2000-05-24,2000-06-07
93,1997-11-06,1997-11-19
322,1998-10-11,1998-11-03
967,1996-08-03,1996-08-09
802,1999-03-29,1999-04-26
391,1997-12-16,1997-12-20
129,1999-07-02,1999-07-12
54,1996-11-26,1996-12-17
365,1999-08-26,1999-08-31
464,1999-03-14,1999-03-31
790,1995-12-01,1995-12-30
513,1998-08-22,1998-09-20
290,1998-06-16,1998-06-21
389,1999-08-17,1999-08-18
336,1998-10-11,1998-10-26
879,1996-04-06,1996-04-09
459,1996-02-29,1996-03-17
516,1998-06-28,1998-07-17
850,1998-08-03,1998-08-13
325,1999-05-05,1999-05-09
655,1998-11-11,1998-11-21
402,1999-10-17,1999-11-13
357,1999-02-18,1999-03-07
627,2000-02-15,2000-03-04
928,1998-10-20,1998-11-03
636,1996-04-03,1996-04-29
11,1998-07-30,1998-08-10
162,1999-04-03,1999-04-30
244,1996-03-07,1996-03-14
733,1999-05-06,1999-05-12
568,1999-05-23,1999-06-12
934,1995-12-10,1995-12-27
495,1997-12-21,1997-12-29
480,1999-05-13,1999-05-26
462,1997-03-02,1997-03-09
460,1997-06-05,1997-06-07
653,2000-02-26,2000-03-18
795,1999-11-11,1999-12-09
255,1996-08-02,1996-08-21
65,1999-02-09,1999-02-20
191,1999-01-02,1999-01-20
494,1998-12-08,1998-12-17
146,2000-04-04,2000-04-11
847,1999-02-26,1999-03-12
261,1995-11-01,1995-11-22
876,1997-07-08,1997-07-15
709,1998-05-18,1998-06-16
342,1997-07-01,1997-07-23
273,1999-06-23,1999-07-11
785,1997-11-09,1997-12-09
16,1997-01-22,1997-02-05
316,2000-02-12,2000-02-22
772,1997-03-16,1997-04-15
334,1998-05-28,1998-06-21
146,1998-08-10,1998-08-31
554,1999-09-11,1999-10-07
109,1998-01-21,1998-02-18
957,1997-04-22,1997-05-21
913,1998-09-27,1998-10-25
107,1996-02-20,1996-02-23
272,1999-05-25,1999-06-22
694,2000-05-17,2000-06-09
469,1997-12-09,1998-01-06
627,1997-10-03,1997-10-16
642,1997-09-27,1997-10-22
370,2000-04-25,2000-05-17
562,1996-05-21,1996-06-20
17,1998-11-01,1998-11-22
499,1995-09-24,1995-10-06
612,1996-05-07,1996-05-20
470,2000-09-14,2000-09-24
3,1999-09-04,1999-09-28
273,1995-11-19,1995-11-24
261,1999-08-27,1999-09-11
825,1998-12-03,1998-12-19
179,1998-07-15,1998-07-31
50,1999-04-10,1999-05-06
984,1996-05-27,1996-06-18
926,1999-05-01,1999-05-14
693,2000-02-20,2000-03-05
269,1999-02-12,1999-02-28
996,1997-09-26,1997-09-28
972,1998-08-20,1998-08-22
734,1996-07-03,1996-07-23
709,1998-02-26,1998-03-21
272,1996-06-14,1996-07-10
942,1999-08-25,1999-09-01
242,1997-02-04,1997-02-09
148,1999-07-22,1999-07-29
102,1997-01-15,1997-01-24
63,1995-10-21,1995-11-20
82,1996-12-23,1997-01-05
159,1997-07-30,1997-08-04
251,2000-04-17,2000-04-21
644,1997-04-17,1997-05-10
942,1999-03-11,1999-04-05
434,1996-03-02,1996-03-18
968,2000-05-12,2000-05-29
591,1995-10-13,1995-11-08
432,1999-09-11,2017-12-30
282,1999-03-24,1999-04-15
987,1996-04-14,1996-04-27
180,1995-10-31,1995-11-14
620,2000-08-18,2000-09-05
777,1996-02-05,1996-02-11
674,1998-09-23,1998-10-16
214,1999-03-07,1999-03-16
57,1999-08-02,1999-08-11
377,1999-09-28,1999-10-24
380,2000-03-29,2017-12-30
857,1997-04-23,1997-04-26
634,1998-04-30,1998-05-24
985,1999-05-28,1999-06-26
97,1996-06-19,1996-07-04
692,1997-07-29,1997-08-06
486,2000-06-28,2000-07-25
774,1998-11-15,1998-11-28
467,1998-09-21,1998-10-10
448,1996-07-05,1996-08-01
303,1998-08-05,1998-09-02
103,1996-06-04,1996-06-12
499,1998-04-28,1998-05-23
473,2000-03-31,2000-04-01
206,1996-05-29,1996-06-02
754,1996-08-10,1996-08-19
164,1996-02-11,1996-03-02
502,1997-12-13,1998-01-09
681,1998-03-24,1998-04-10
701,1996-09-29,1996-10-09
257,1996-12-26,1996-12-28
471,1997-01-31,1997-02-12
96,1999-04-03,1999-05-02
936,1995-11-12,1995-11-24
78,1997-06-10,1997-06-21
488,1997-01-21,1997-02-15
799,2000-03-10,2000-03-11
640,1998-07-13,1998-08-09
620,1999-05-17,1999-06-09
610,1996-10-16,1996-10-30
334,1997-03-02,1997-03-20
878,1999-06-25,1999-07-01
458,1998-08-05,1998-08-18
680,1999-02-04,1999-02-05
137,1998-07-10,1998-08-03
527,1999-04-30,1999-05-23
557,1996-08-23,1996-09-20
433,1997-08-18,1997-09-15
845,1996-01-30,1996-02-05
143,1998-08-21,1998-09-20
153,1996-10-26,1996-11-01
795,1998-05-18,1998-05-31
43,1998-03-06,1998-03-18
641,1998-12-16,1999-01-11
487,1998-05-02,1998-05-30
991,1996-04-11,1996-04-29
211,2000-02-21,2017-12-30
719,1996-09-21,1996-10-20
617,2000-09-07,2000-09-16
906,1999-03-26,1999-04-19
154,1996-12-30,1997-01-17
695,1998-05-04,1998-05-20
174,1999-02-09,1999-02-15
904,1996-10-24,1996-11-19
822,1997-04-21,1997-05-02
95,1998-06-28,1998-07-02
147,2000-04-22,2000-04-26
812,1997-12-15,1998-01-07
308,1997-12-29,1998-01-13
497,1997-10-03,1997-10-23
482,1998-12-31,1999-01-18
370,1999-03-10,1999-04-03
617,1999-09-06,1999-09-28
91,1996-03-25,1996-04-19
275,1999-10-05,1999-10-08
651,1996-07-20,1996-07-21
166,1996-11-18,1996-12-01
42,1996-03-20,1996-03-23
882,1998-02-08,1998-02-15
465,1996-02-24,1996-03-06
187,1995-10-22,1995-10-26
784,1997-03-12,1997-03-18
616,1997-05-18,1997-06-16
490,1999-05-28,1999-06-11
518,1998-11-09,1998-12-03
109,1997-02-19,1997-02-24
629,2000-02-10,2017-12-28
7,1997-08-04,1997-08-06
232,1997-04-18,1997-04-21
824,1996-08-27,1996-09-16
726,1998-06-15,1998-07-13
922,1996-11-13,1996-11-16
703,1999-06-21,1999-06-30
506,2000-04-05,2000-04-14
479,1997-12-05,1997-12-17
210,2000-06-27,2000-07-07
966,1999-04-03,1999-04-15
161,1999-12-26,2000-01-23
160,2000-04-25,2000-05-17
907,1996-11-20,1996-11-24
175,1996-01-05,1996-02-04
405,1998-11-19,1998-12-10
760,1995-09-13,1995-09-28
255,1995-08-07,1995-09-02
549,1998-03-11,1998-04-04
919,1999-03-20,1999-03-25
949,1997-12-26,1998-01-07
674,1998-12-25,1998-12-27
700,1997-10-21,1997-11-04
981,1999-09-16,1999-09-25
849,2000-04-18,2000-05-16
592,1996-10-24,1996-11-13
457,1999-04-12,1999-04-13
732,1996-01-18,1996-01-20
400,2000-05-15,2000-05-23
393,1998-04-17,1998-05-17
328,1997-12-17,1997-12-22
552,1996-04-03,1996-04-18
66,1999-12-05,1999-12-28
831,1996-08-23,1996-09-01
604,1996-07-23,1996-07-27
555,1999-07-01,1999-07-31
737,2000-04-30,2000-05-14
609,2000-01-10,2000-01-30
779,1995-11-23,1995-12-08
62,1998-07-02,1998-07-06
149,1999-07-11,1999-07-15
882,2000-05-25,2000-06-13
514,1998-10-19,1998-10-25
53,1998-09-17,1998-10-04
287,1997-01-22,1997-01-29
121,1998-01-28,1998-02-09
735,1998-12-15,1998-12-30
515,1997-02-06,1997-02-07
198,1998-03-14,1998-03-21
926,1999-05-28,1999-06-06
455,1998-08-08,1998-09-01
195,1996-07-09,1996-07-25
306,1999-06-18,1999-07-17
788,2000-02-20,2000-03-10
457,1996-01-12,1996-02-10
928,1997-06-26,1997-07-01
752,1998-06-01,1998-06-08
769,1996-10-07,1996-10-26
147,1997-07-22,1997-08-10
131,1999-07-20,1999-07-28
699,1998-07-27,1998-08-16
616,1996-08-02,1996-08-11
375,1995-11-30,1995-12-30
961,1999-01-06,1999-01-28
99,1996-05-08,1996-05-22
693,2000-06-06,2000-06-07
823,1999-07-17,1999-08-09
991,1997-09-07,1997-09-16
519,1995-11-27,1995-12-16
580,1998-03-03,1998-03-16
69,1995-09-01,1995-09-03
596,1998-12-09,1999-01-07
505,1997-09-22,1997-10-15
800,1998-08-09,1998-09-05
451,1999-03-30,1999-04-05
935,1999-08-06,1999-08-31
841,1996-06-01,1996-06-15
896,1995-12-08,1995-12-15
404,1998-12-11,1998-12-13
571,1997-08-19,1997-09-17
960,1996-07-07,1996-07-21
518,1997-11-17,1997-12-02
126,1996-10-12,1996-11-03
592,1995-12-30,1996-01-08
688,2000-01-13,2000-01-22
446,1998-07-09,1998-08-03
669,1996-12-09,1996-12-18
240,1997-04-11,1997-05-07
606,1999-08-03,1999-08-30
447,1996-12-03,1996-12-06
269,1999-03-23,1999-03-31
583,1997-12-18,1998-01-04
867,1997-04-07,1997-05-03
11,1999-06-29,1999-07-18
92,1996-04-17,1996-05-12
38,1996-08-29,1996-09-25
761,1999-06-12,1999-07-01
254,1996-08-12,1996-08-26
511,1995-08-28,1995-09-18
45,1999-04-12,1999-05-07
741,1996-09-21,1996-10-14
314,1995-08-19,1995-09-17
601,1996-07-19,1996-08-01
751,2000-07-15,2000-07-21
493,1998-09-25,1998-10-19
461,1999-12-28,2000-01-17
985,2000-01-29,2000-02-11
257,1997-06-28,1997-07-06
198,1996-03-19,1996-04-18
432,1995-08-04,1995-08-31
119,1997-10-10,1997-10-18
587,1997-08-25,1997-09-24
768,1996-08-26,1996-08-29
936,1998-09-29,1998-10-22
522,1999-01-10,1999-01-13
715,1999-12-19,1999-12-31
959,2000-05-16,2000-05-18
494,1996-12-13,1996-12-25
450,1996-12-20,1996-12-29
247,1996-12-26,1997-01-22
22,2000-02-07,2000-02-10
193,1998-08-29,1998-09-22
951,1999-09-17,1999-10-05
49,1998-08-03,1998-08-04
563,1995-08-20,1995-08-27
864,1998-02-04,1998-02-22
423,1999-03-15,1999-03-18
86,1998-10-10,1998-10-31
178,1998-10-23,1998-11-21
367,1997-10-27,1997-11-20
197,1999-11-20,1999-11-27
354,1999-12-31,2000-01-30
600,1995-08-29,1995-09-22
594,1999-08-26,1999-09-14
292,1995-09-01,1995-09-29
331,1995-08-30,1995-09-07
834,1997-12-04,1997-12-29
167,1998-12-17,1998-12-19
506,1996-11-29,1996-12-14
665,1996-05-09,1996-05-23
142,1997-03-26,1997-04-15
691,1997-12-02,1997-12-07
736,1996-06-22,1996-07-19
224,1999-04-13,1999-04-28
959,1996-06-10,1996-06-18
650,1997-05-14,1997-05-23
541,1997-05-18,1997-06-04
148,1995-11-20,1995-12-07
937,1996-09-15,1996-10-07
989,1998-07-24,1998-07-27
847,1997-07-11,1997-07-29
767,1999-05-05,1999-06-04
160,1997-12-12,1997-12-23
800,1998-11-06,1998-11-11
377,1999-04-14,1999-05-11
652,1998-07-21,1998-08-07
702,1997-06-07,1997-06-21
730,1998-08-05,1998-08-11
506,2000-02-21,2000-03-07
429,1998-04-14,1998-05-06
109,1998-10-31,1998-11-20
78,1996-02-13,1996-03-10
636,1996-04-29,1996-05-18
455,1998-10-02,1998-10-11
324,1997-01-20,1997-02-18
3,1998-07-23,1998-08-01
180,1999-10-18,1999-10-29
302,2000-02-08,2000-02-14
688,1999-05-17,1999-06-07
447,1997-04-15,1997-05-11
569,1999-05-19,1999-05-21
114,1998-03-15,1998-03-31
215,1998-01-03,1998-01-28
983,1998-11-17,1998-12-16
364,1997-01-05,1997-01-14
564,1996-04-19,1996-05-08
636,1996-06-28,1996-07-28
770,1998-05-11,1998-05-21
238,1996-02-02,1996-03-01
213,2001-01-01,2017-12-29
192,1997-10-22,1997-11-14
329,1995-11-24,1995-12-16
647,1996-06-18,1996-07-09
903,1996-02-13,1996-03-01
483,2000-01-14,2017-12-28
388,1998-09-27,1998-10-10
74,1997-04-28,1997-05-07
361,1995-12-21,1996-01-12
299,1999-04-08,1999-04-10
792,1998-08-05,1998-08-31
24,1998-08-20,1998-08-31
575,1999-03-07,1999-03-10
594,1996-07-05,1996-07-09
677,1996-02-29,1996-03-20
403,2000-01-10,2000-01-19
803,1997-02-24,1997-03-13
261,1997-03-06,1997-03-29
25,1996-05-12,1996-05-20
438,1997-05-01,1997-05-06
835,2000-07-14,2000-08-12
523,1996-05-25,1996-05-30
678,2000-10-27,2000-11-24
538,2000-04-19,2000-05-11
453,1999-05-06,1999-05-07
620,2000-07-28,2000-08-18
802,1995-07-11,1995-07-19
395,1999-02-15,1999-02-20
585,1996-12-04,1996-12-13
141,1995-11-02,1995-11-03
491,1999-10-01,1999-10-17
369,1996-03-13,1996-03-30
560,1999-12-28,2000-01-21
475,1997-11-05,1997-11-16
308,1995-11-19,1995-11-24
415,1998-11-06,1998-11-11
536,1996-05-20,1996-06-12
8,1997-05-24,1997-06-06
644,1998-11-01,1998-11-02
536,1998-11-09,1998-12-04
219,1996-05-17,1996-05-19
440,2000-03-03,2000-04-01
321,1999-08-09,1999-08-10
7,1996-09-21,1996-10-02
679,1996-03-15,1996-04-14
277,1996-12-14,1996-12-25
216,1999-03-05,1999-03-24
54,1997-08-26,1997-09-13
605,1997-07-20,1997-08-09
49,1996-05-07,1996-05-27
264,1997-04-24,1997-05-22
115,2000-02-05,2000-02-24
301,1998-09-09,1998-09-23
18,1999-01-28,1999-02-01
682,1996-05-12,1996-06-06
542,2000-04-22,2000-04-28
179,1997-10-18,1997-10-20
348,1996-08-19,1996-09-03
360,2000-05-12,2000-05-24
628,1995-08-09,1995-08-21
530,2000-03-01,2000-03-29
654,1999-02-02,1999-02-24
854,1996-08-15,1996-08-27
943,1999-05-23,1999-05-30
406,1996-12-30,1997-01-20
